tt1301178,Passion,2019,15/05/2019,115,Japan,,Japanese,
tt0456407,Fakir of Venice,2019,08/02/2019,87,India,,"English, Hindi",October Films
tt0765465,The Legend of Secret Pass,2019,15/01/2019,92,USA,,English,JC2 Animated Entertainment
tt1386583,Infection: The Invasion Begins,2019,11/07/2019,95,USA,,English,
tt1542484,Knots,2019,22/03/2019,77,USA,,English,Island Film Group
tt1854582,The Helpers,2019,17/05/2019,81,USA,,English,Footage Films
tt1999995,Would You Rather,2019,06/06/2019,93,USA,,English,Periscope Entertainment
tt2049518,Sanctuary; Quite a Conundrum,2019,01/06/2019,82,USA,,English,Gold Lion Films
tt2297108,100 Ghost Street: The Return of Richard Speck,2019,29/07/2019,84,USA,,English,The Asylum
tt3914450,Ghesh Al Zawgeyya,2019,20/06/2019,109,Egypt,$ 7926,Arabic,
tt2157045,Nightmare Box,2019,15/01/2019,90,"UK, USA",,English,Highland Myst Entertainment
tt2413516,The Forbidden Dimensions,2019,21/06/2019,86,USA,,English,Razorwire Pictures
tt2634414,Ragin Cajun Redneck Gators,2019,01/05/2019,88,USA,,English,Active Entertainment
tt6208032,Ashghal haye Doost Dashtani,2019,13/02/2019,86,Iran,,Persian,
tt2195552,The Elevator: Three Minutes Can Change Your Life,2019,20/06/2019,93,Italy,$ 9157,English,Lupin Film
tt2435970,Primrose Lane,2019,06/09/2019,89,USA,,English,Painted Saint Entertainment
tt2501366,Scrawl,2019,11/06/2019,82,UK,,English,Cyfuno Ventures
tt3231734,Poltergeist Activity,2019,01/07/2019,84,UK,,English,North Bank Entertainment
tt3879200,Driving While Black,2019,01/02/2019,94,USA,,English,Anthem Films
tt4209590,We Are Monsters,2019,01/05/2019,78,Sweden,,English,Stockholm Syndrome Film
tt5048966,Distancias cortas,2019,25/01/2019,104,Mexico,,Spanish,Centro de Capacitación Cinematográfica (CCC)
tt3317158,Slender,2019,01/11/2019,90,USA,,English,Parking Garage Pictures
tt3401174,Revengeance,2019,15/10/2019,75,USA,,English,Schortcut Films
tt4002210,Threshold,2019,11/06/2019,98,USA,,English,Busted Buggy Entertainment
tt4730706,Bed of the Dead,2019,14/05/2019,88,Canada,,English,Black Fawn Films
tt4877606,Nocturne,2019,01/06/2019,90,USA,,English,Escapology
tt5068892,Kerry on Kutton,2019,02/01/2019,125,India,,Hindi,Hupubird Films
tt5513098,Autohead,2019,04/09/2019,97,India,,Hindi,Amit Verma Films
tt5678110,Re: Born,2019,07/11/2019,115,Japan,,Japanese,UDen Flame Works
tt6190356,Live from Dhaka,2019,29/03/2019,91,Bangladesh,,Bengali,Khelna Chobi
tt6819126,Paradise,2019,23/01/2019,80,"Iran, Germany",,Persian,American Brightlight Film Productions
tt1869491,Insomnium,2019,18/06/2019,81,USA,,English,
tt1934452,Realms,2019,26/07/2019,90,USA,$ 15419,,DNF Pictures
tt1987680,The Upside,2019,11/01/2019,126,USA,$ 122752517,"English, German, Italian",Escape Artists
tt2114504,Woody Woodpecker,2019,22/11/2019,91,USA,$ 15316635,English,Universal 1440 Entertainment
tt2140507,The Current War,2019,26/07/2019,102,USA,$ 10710119,English,Bazelevs Production
tt2338454,Unicorn Store,2019,05/04/2019,92,USA,,English,51 Entertainment
tt2476294,Moscow Never Sleeps,2019,01/05/2019,100,"Russia, Ireland",$ 38004,Russian,Snapshot Productions
tt2492344,Division 19,2019,21/06/2019,93,"UK, USA",$ 981,English,Division 19
tt2707810,Submission,2019,19/09/2019,106,USA,$ 39985,English,Mighty Engine
tt3130560,Schneeflöckchen,2019,12/09/2019,121,Germany,,"German, English, Turkish, Polish",Lopta Film
tt3662308,Belzebuth,2019,11/01/2019,114,Mexico,$ 1541490,"English, Spanish",Fondo de Inversión y Estímulos al Cine (FIDECINE)
tt3696610,Stuck,2019,19/04/2019,90,USA,,English,MJW Films
tt3702088,Daisy Winters,2019,18/06/2019,90,USA,,English,Daisy Force Pictures
tt4230078,Tangent Room,2019,05/03/2019,64,Sweden,,"English, Swedish",Blue Marble Stories
tt4294970,I Believe,2019,28/02/2019,89,USA,$ 47375,English,Screen Savers Entertainment
tt4420040,"Rock, Paper, Scissors",2019,12/07/2019,85,USA,,English,RPD Entertainment
tt4431632,Catalina,2019,07/06/2019,98,"Poland, Bosnia and Herzegovina, Croatia",,"English, Bosnian, Spanish, French, Polish",Skorpion Arte Film & TV Production
tt4662396,Sable,2019,01/01/2019,85,USA,,English,InnoVate Productions
tt4729426,The Last Photograph,2019,06/09/2019,85,UK,,English,The Last Photograph
tt4786132,Lady-Like,2019,18/01/2019,82,USA,,English,Craftsmen Media Co.
tt4847454,Buckout Road,2019,21/08/2019,97,Canada,,English,Trimuse Entertainment Inc.
tt4922008,The Blue Years,2019,18/01/2019,100,Mexico,,Spanish,Bruja Azul
tt5039994,Dismissed,2019,08/01/2019,87,USA,,English,BoulderLight Pictures
tt5065346,Framed,2019,23/08/2019,80,Spain,$ 39071,Spanish,Creatures of the Dark
tt5178120,The Song of Scorpions,2019,19/09/2019,119,"Switzerland, France, India",$ 4470,Hindi,Feather Light Films Sàrl
tt5195828,Dry Blood,2019,11/01/2019,83,USA,,English,Business Lunch Productions
tt5265898,Dead Ant,2019,25/01/2019,87,USA,,English,August Heart Entertainment
tt5356260,Ma vie avec James Dean,2019,23/01/2019,108,France,,"French, English",La Voie Lactée
tt5486552,The Samaritans,2019,16/04/2019,76,USA,,English,ShutUp Louie Productions
tt5525846,Yeh Hai India,2019,24/05/2019,128,India,,Hindi,Dlb Films
tt5641246,Just Say Goodbye,2019,10/05/2019,106,USA,,English,Walting Entertainment
tt5662550,Dead Trigger,2019,03/05/2019,91,USA,$ 151493,English,Aldamisa Entertainment
tt5665022,Charismata,2019,21/06/2019,96,,,,Hydra Films RKM
tt5784852,Tera Intezaar,2019,12/01/2019,108,India,,Hindi,
tt5791732,Il demone di Laplace,2019,22/02/2019,105,Italy,,Italian,Astrolab Pictures
tt5897108,Project Ghazi,2019,29/03/2019,100,Pakistan,$ 22346,Urdu,
tt5910344,The House of Tomorrow,2019,20/06/2019,85,USA,$ 35821,English,Superlative Films
tt5978724,My Days of Mercy,2019,04/07/2019,108,"UK, USA",$ 51,English,Killer Films
tt6042392,Mal Nosso,2019,14/03/2019,92,Brazil,,Portuguese,Alief
tt6061558,Ivan,2019,25/01/2019,91,"Slovenia, Croatia",$ 12633,"Slovenian, Italian",Staragara
tt6121444,"Mektoub, My Love: Canto Uno",2019,15/02/2019,181,"France, Italy",$ 1200387,"French, English, Arabic",Quatsous Films
tt6162892,A Violent Man,2019,08/02/2019,107,USA,,English,IME Films
tt6234016,Becoming Burlesque,2019,23/08/2019,96,Canada,,English,Jackie English Productions
tt6238084,Backfire,2019,01/03/2019,94,USA,,English,South9
tt6300886,Broken Ghost,2019,12/02/2019,90,USA,,English,
tt6313378,La douleur,2019,24/05/2019,127,"France, Belgium, Switzerland",$ 2980982,French,Cinéfrance 1888
tt6383494,Holy Lands,2019,16/01/2019,100,"France, Belgium",$ 304998,English,PM SA
tt6736812,The Green Fog,2019,08/08/2019,63,USA,,English,Extra Large Productions
tt6896536,Foxtrot,2019,01/03/2019,113,"Israel, Switzerland, Germany, France",$ 1356159,"Hebrew, German",A.S.A.P.
tt7189324,Dene wos guet geit,2019,18/07/2019,71,Switzerland,,"Swiss German, Arabic, English",Seeland Filmproduktion
tt7344622,Everything is Free,2019,11/06/2019,92,USA,,"English, Spanish",
tt7565614,Namme,2019,24/08/2019,91,Georgia,,Georgian,
tt7761590,Retablo,2019,16/05/2019,95,"Peru, Germany, Norway",,"Quechua, Spanish",Siri Producciones
tt0427543,A Million Little Pieces,2019,30/08/2019,113,USA,$ 49710,English,3Blackdot
tt1127881,Farming,2019,11/10/2019,101,UK,$ 54750,English,Groundswell Productions
tt1226837,Beautiful Boy,2019,18/01/2019,120,USA,$ 16540848,English,Amazon Studios
tt1235187,Where Hands Touch,2019,10/05/2019,122,UK,$ 128269,English,British Film Company
tt1759744,Charlie Says,2019,17/05/2019,110,USA,$ 98240,English,Epic Level Entertainment
tt2126357,Second Act,2019,25/01/2019,103,USA,$ 72282227,"English, Mandarin",STX Entertainment
tt2201211,A Boy Called Sailboat,2019,06/05/2019,92,"USA, Australia",,"English, Spanish",Yellow Brick Films
tt2328900,Mary Queen of Scots,2019,18/01/2019,124,"UK, USA",$ 46672564,"English, French, Scottish Gaelic, Latin",Focus Features
tt2368254,A Private War,2019,15/02/2019,110,"UK, USA",$ 3826678,English,Acacia Filmed Entertainment
tt2482856,The Church,2019,09/07/2019,81,USA,$ 772000,English,Hard Floor Entertainment
tt2606314,Caretakers,2019,19/09/2019,88,USA,,English,Persona Pictures
tt2639336,Greta,2019,18/04/2019,98,"Ireland, USA",$ 18640313,"English, Hungarian, French, Korean",Sidney Kimmel Entertainment
tt2690226,The Chaperone,2019,29/03/2019,103,"UK, Australia, USA",$ 1541223,English,Fibonacci Films
tt2762662,Better Start Running,2019,14/03/2019,92,USA,,English,Whip Smart Productions
tt2787302,Message Man,2019,26/02/2019,91,"Indonesia, Australia, UK, United Arab Emirates",,"Indonesian, English",Rhythmic Films
tt2825596,Pretenders,2019,27/09/2019,95,USA,,English,SSS Entertainment
tt3064338,Mutant Blast,2019,17/10/2019,83,"USA, Portugal",$ 5498,Portuguese,Alle Films
tt3111516,The Convent,2019,08/05/2019,81,UK,$ 353326,English,EnMar Productions
tt3201736,Run the Race,2019,22/02/2019,101,USA,$ 6424420,English,Reserve Entertainment
tt3263946,Trial by Fire,2019,17/05/2019,127,USA,$ 148504,English,Flashlight Films
tt3289724,Welcome to Marwen,2019,01/01/2019,116,"Japan, USA",$ 13061491,"English, German, French, Russian",Canadian Film or Video Production Tax Credit (CPTC)
tt3294746,The Public,2019,25/07/2019,119,USA,$ 641835,English,Hammerstone Studios
tt3313182,White Orchid,2019,19/07/2019,82,USA,,English,Santana Films
tt3313324,Burning Kiss,2019,17/10/2019,81,Australia,,English,
tt3329456,Heartlock,2019,25/01/2019,96,USA,,English,Midnight Crew
tt3385524,Stan & Ollie,2019,11/01/2019,98,"UK, Canada, USA",$ 24420923,English,Entertainment One
tt3503068,Deadtectives,2019,13/09/2019,92,USA,$ 94188,English,Bad Idea
tt3628574,State Like Sleep,2019,04/01/2019,104,USA,$ 4282,"English, French, Dutch",Sight Unseen Pictures
tt3695346,The Harvesting,2019,19/07/2019,92,USA,,English,BHHorrorMovie
tt3754662,Recall,2019,25/06/2019,73,Canada,,English,Backlash Pictures
tt3759912,Ladyworld,2019,18/10/2019,93,USA,$ 5413,English,Love & Death Productions (LDP)
tt3895908,Seeds,2019,24/09/2019,90,USA,,English,Barnofo
tt3920820,Brian Banks,2019,09/08/2019,99,USA,$ 4376819,English,ShivHans Pictures
tt4006302,Level 16,2019,27/05/2019,102,Canada,,English,Markham Street Films
tt4042818,The Death and Life of John F. Donovan,2019,13/03/2019,123,"UK, Canada",$ 3326364,English,Lyla Films
tt4068576,The Nightingale,2019,29/08/2019,136,"Australia, USA, Canada",$ 724722,"English, Irish, Aboriginal",Causeway Films
tt4086018,Charming,2019,02/08/2019,85,"Canada, USA, Cayman Islands",$ 8751856,English,3QU Media
tt4131496,Keepers,2019,29/03/2019,107,UK,$ 1202522,English,Mad As Birds
tt4168280,At the End of the Day,2019,26/02/2019,108,USA,,,Fractal Features
tt4209174,Chimera Strain,2019,15/03/2019,80,"India, United Arab Emirates, USA",,English,Praxis Media Ventures
tt4444732,Waiting for the Miracle to Come,2019,29/04/2019,75,USA,,English,Cave Pictures
tt4465572,American Woman,2019,14/06/2019,111,"UK, USA",$ 245416,English,Romulus Entertainment
tt4488744,Un traductor,2019,04/04/2019,107,"Cuba, Canada",$ 78075,"Spanish, Russian",Creative Artisans Media
tt4524418,Warfighter,2019,01/08/2019,105,USA,,English,Fire Born Films
tt4572116,The Haunted,2019,17/07/2019,75,UK,,English,TH Film
tt4595882,Can You Ever Forgive Me?,2019,01/02/2019,106,USA,$ 12442161,English,Archer Gray
tt4638148,Braid,2019,10/01/2019,82,USA,$ 80745,English,Wandering Bard
tt4642192,Trautmann,2019,05/04/2019,120,"UK, Germany",$ 1907702,"English, German",Lieblingsfilm
tt4659710,The Limit Of,2019,05/04/2019,89,Ireland,$ 5909,English,Ignition Film Productions
tt4669296,Lords of Chaos,2019,29/03/2019,118,"UK, Sweden, Norway",$ 365353,English,Proton Cinema
tt4669788,On the Basis of Sex,2019,22/02/2019,120,USA,$ 38673750,English,Amblin Partners
tt4685940,Discarnate,2019,05/03/2019,84,USA,$ 13723,English,Fire Trial Films
tt4725842,Girls with Balls,2019,26/07/2019,77,"France, Belgium",,French,C4 Productions
tt4765240,Astral,2019,24/01/2019,83,UK,,English,Craven Street
tt4766630,Wolkenbruchs wunderliche Reise in die Arme einer Schickse,2019,25/10/2019,94,Switzerland,,"German, Yiddish, Hebrew",DCM Productions
tt4827558,High Life,2019,10/05/2019,113,"UK, France, Germany, Poland",$ 2133033,English,Alcatraz Films
tt4859168,Then Came You,2019,01/02/2019,97,USA,$ 223649,,BCDF Pictures
tt4964788,Todos lo saben,2019,08/03/2019,133,"Spain, France, Italy",$ 17997350,"Spanish, English, Catalan",Memento Films Production
tt4971344,Les frères Sisters,2019,05/04/2019,122,"France, Spain, Romania, Belgium, USA",$ 13143056,English,Why Not Productions
tt4974616,Smuggling Hendrix,2019,09/05/2019,92,Cyprus,$ 226749,"Greek, English, Turkish",AMP Filmworks
tt4981292,Unwritten,2019,21/05/2019,80,USA,,English,Got Films
tt5031658,Soul to Keep,2019,05/06/2019,94,USA,,"English, American Sign Language",Shady Tree Films
tt5039416,Finale,2019,15/09/2019,100,Denmark,,"Danish, English, German",Frightgeist Film
tt5068162,Sometimes Always Never,2019,14/06/2019,91,UK,$ 1377856,English,Hurricane Films
tt5075662,The Isle,2019,22/07/2019,96,UK,,,Fizz and Ginger Films
tt5083738,The Favourite,2019,01/01/2019,119,"Ireland, UK, USA",$ 95918706,English,Fox Searchlight Pictures
tt5117428,Wild Rose,2019,12/04/2019,101,UK,$ 7123449,English,BFI Film Fund
tt5149490,Gwen,2019,19/07/2019,84,UK,$ 47140,"English, Welsh",BFI Film Fund
tt5215088,A.I. Rising,2019,12/03/2019,85,Serbia,,English,Film Center Serbia
tt5265964,Nuestro tiempo,2019,12/07/2019,177,Mexico,$ 36240,"Spanish, English",Bord Cadre Films
tt5275128,Destination: Dewsbury,2019,01/03/2019,86,UK,,English,Circus Pictures
tt5304996,The Standoff at Sparrow Creek,2019,18/01/2019,88,USA,,English,Cinestate
tt5311542,Werk ohne Autor,2019,05/07/2019,189,"Germany, Italy",$ 6177369,"German, Russian",Pergamon Film
tt5347122,A Young Man with High Potential,2019,07/03/2019,85,Germany,$ 8623,English,Hahn Film AG
tt5396646,The Martyr Maker,2019,04/06/2019,90,USA,,English,Seven Toro Productions
tt5428090,Sorry for Your Loss,2019,10/05/2019,100,Canada,,,Farpoint Films
tt5431284,Saint Judy,2019,01/03/2019,106,USA,$ 96212,English,Cannonball Productions
tt5437928,Colette,2019,09/01/2019,111,"UK, USA, France, Hungary, Netherlands",$ 14273033,English,Number 9 Films
tt5459382,The Etruscan Smile,2019,01/11/2019,107,USA,$ 136147,"English, Scottish Gaelic",Arthur Cohn Productions
tt5460522,Jeremiah Terminator LeRoy,2019,12/08/2019,108,"UK, Canada, USA",,"English, French",Black Leather Jacket
tt5460858,The White Crow,2019,22/03/2019,127,"UK, France, Serbia",$ 7622595,"Russian, English, French",BBC Films
tt5461944,Hotel Mumbai,2019,27/09/2019,123,"Australia, USA, UK, India, Singapore",$ 20296746,"English, Hindi, Punjabi, Marathi, Greek, Russian, Arabic, Urdu, Persian",A Hamilton and Electric Pictures Production
tt5468130,Havana Darkness,2019,05/02/2019,86,USA,,"English, Spanish",Open Frames
tt5471472,The Brawler,2019,18/01/2019,95,USA,,English,JARS Productions
tt5478700,Dagenham,2019,18/04/2019,108,UK,,English,Brit It Films
tt5495122,Das letzte Mahl,2019,30/01/2019,80,Germany,,German,Warnuts Entertainment
tt5497852,El año de la plaga,2019,17/05/2019,96,"Spain, Mexico, Belgium",,Spanish,Zentropa
tt5501104,Gräns,2019,08/03/2019,110,"Sweden, Denmark",$ 2166880,"Swedish, English",Meta Film Stockholm
tt5545880,Atlas,2019,25/04/2019,99,Germany,,German,23/5 Filmproduktion GmbH
tt5553962,The Music Box,2019,07/03/2019,83,Italy,$ 5642,English,Ghost Film Pictures
tt5589212,Extracurricular,2019,21/10/2019,90,Canada,,English,September17Studio
tt5589362,One Last Night,2019,20/08/2019,77,"USA, France",,English,ASA Pictures
tt5592796,Driven,2019,16/08/2019,113,"Puerto Rico, UK, USA",$ 146862,English,Tempo Productions Limited
tt5613484,Mid90s,2019,12/04/2019,85,USA,$ 9303022,English,A24
tt5670364,Saving Flora,2019,04/04/2019,95,USA,,English,Dream Factory Group
tt5690810,Ophelia,2019,28/06/2019,114,"UK, USA",$ 229123,English,Covert Media
tt5691670,Under the Silver Lake,2019,15/03/2019,139,USA,$ 2053469,English,Vendian Entertainment
tt5700182,Starfish,2019,28/05/2019,99,USA,$ 15849,English,We Are Tessellate
tt5715828,The Aspern Papers,2019,28/03/2019,90,"UK, Germany",$ 24554,English,Summerstorm Entertainment
tt5724948,Old Boys,2019,22/02/2019,96,"UK, Sweden",$ 28092,"English, French",Film4
tt5730248,Involution,2019,03/09/2019,86,"Russia, Germany",,English,Monomania Films
tt5746054,Marnies Welt,2019,26/04/2019,92,"Germany, Belgium",$ 2691853,"German, English",Scopas Medien
tt5791098,Tel Aviv on Fire,2019,03/04/2019,100,"Luxembourg, Belgium, Israel, France",$ 1548893,"Arabic, Hebrew",Samsa Film
tt5836706,Head Full of Honey,2019,19/04/2019,127,"Germany, USA",$ 138844,English,Barefoot Films
tt5837976,The Price for Silence,2019,26/07/2019,107,USA,,,Vincenzo Productions
tt5851680,Tuntematon mestari,2019,04/01/2019,95,Finland,$ 101247,"Finnish, Swedish",Making Movies Oy
tt5855164,Point Man,2019,05/02/2019,107,USA,,English,MBG Films
tt5855772,Napszállta,2019,31/05/2019,142,"Hungary, France",$ 1083299,"Hungarian, German",Laokoon Filmgroup
tt5859352,Hellmington,2019,18/09/2019,83,Canada,,"English, German, Latin",Blind Luck Pictures
tt5859882,Vita & Virginia,2019,05/07/2019,110,"Ireland, UK",$ 793068,English,Mirror Productions
tt5874752,No Alternative,2019,02/04/2019,104,USA,,English,Tidal Wave Entertainment
tt5884434,Desert Shores,2019,01/07/2019,80,USA,,English,Colab Studios
tt5903926,Sprinter,2019,06/09/2019,114,"USA, Jamaica",$ 11622,English,Mental Telepathy Pictures
tt5909334,Beyond the Night,2019,01/01/2019,98,USA,,,NewAley Pictures
tt5936866,Steel Country,2019,19/04/2019,89,UK,$ 9212,English,Bedlam Productions
tt5942864,Styx,2019,26/04/2019,94,"Germany, Austria",$ 138173,"English, German",Schiwago Film
tt5952138,We Have Always Lived in the Castle,2019,17/05/2019,90,USA,$ 62567,English,Mighty Engine
tt5960374,Vox Lux,2019,03/05/2019,114,USA,$ 1399272,"English, Croatian, Chinese",Bold Films
tt5966602,Zavod,2019,07/02/2019,109,"Russia, France, Armenia",$ 614316,Russian,KinoVista
tt5989218,Life Itself,2019,04/01/2019,117,"USA, Spain",$ 7790271,"English, Spanish",FilmNation Entertainment
tt5993748,Uma Vida Sublime,2019,24/01/2019,106,Portugal,$ 12751,Portuguese,Filmógrafo
tt6014434,Draug,2019,02/10/2019,87,Sweden,,Swedish,Ödmården Filmproduction HB
tt6028796,Evening Shadows,2019,11/01/2019,102,India,,Hindi,Solaris Pictures
tt6043072,Untogether,2019,08/02/2019,98,USA,,English,Redwire Pictures
tt6043142,Skin,2019,26/07/2019,118,USA,$ 127476,English,Maven Pictures
tt6046314,Bel Canto,2019,26/04/2019,100,USA,$ 350264,"English, Spanish, French, Japanese",Priority Pictures
tt6078866,Soni,2019,18/01/2019,97,India,,Hindi,Jabberwockee Talkies
tt6096308,Still,2019,08/01/2019,96,USA,,English,
tt6098380,Isabelle,2019,24/05/2019,81,"Canada, USA",$ 386250,English,Lazarus Effects
tt6134274,Solis,2019,30/01/2019,92,UK,,English,Goldfinch
tt6143782,Hex,2019,06/09/2019,85,"USA, Canada",,English,Brillstein Entertainment Partners
tt6145764,Obey,2019,14/02/2019,96,UK,,English,Beyond Fiction
tt6157970,Wheely,2019,19/04/2019,90,"Malaysia, Maldives, Brunei, Djibouti",$ 1340799,English,KRU Studios
tt6182078,St. Agatha,2019,14/02/2019,103,USA,$ 1381471,English,Benacus Productions
tt6183104,Canal Street,2019,18/01/2019,89,USA,$ 251917,English,Red Guerilla Productions
tt6185266,Something,2019,01/03/2019,86,USA,,English,Subspin Productions
tt6186940,Hot Air,2019,23/08/2019,99,USA,,English,Spanknyce Films
tt6211976,A Vigilante,2019,29/03/2019,91,USA,$ 83012,English,Badlands Entertainment
tt6215446,Ghost Light,2019,18/06/2019,102,USA,,English,H9 Films
tt6220752,Pledge,2019,15/03/2019,77,USA,,English,BoulderLight Pictures
tt6222286,Perfect,2019,17/05/2019,88,USA,,English,Brainfeeder Films
tt6237268,Ride,2019,17/01/2019,79,USA,,English,Unified Pictures
tt6238798,Con el viento,2019,05/06/2019,108,"Spain, France, Argentina",$ 403,Spanish,Polar Star Films
tt6251390,Under the Eiffel Tower,2019,08/02/2019,87,USA,$ 6291,English,180 Degrees
tt6256546,Ricordi?,2019,21/03/2019,106,"Italy, France",$ 486046,Italian,BiBi Film
tt6266538,Vice,2019,25/01/2019,132,USA,$ 76073488,"English, Arabic",Annapurna Pictures
tt6268882,Family,2019,19/04/2019,85,USA,$ 194601,English,Naegle Ink
tt6269434,In This Gray Place,2019,25/06/2019,101,USA,,English,Bmwood
tt6271806,Daddy Issues,2019,19/04/2019,81,USA,,English,Under 1 Roof Productions
tt6317236,"Empathy, Inc.",2019,13/09/2019,97,USA,,English,Rigel Films
tt6318714,Coureur,2019,13/03/2019,96,Belgium,$ 19651,"Italian, Dutch",Czar Film
tt6342440,Funan,2019,06/03/2019,84,"France, Belgium, Luxembourg, Cambodia",$ 15152,French,Les Films dIci
tt6386748,Pájaros de verano,2019,17/05/2019,125,"Colombia, Denmark, Mexico, Germany, Switzerland, France",$ 2517349,"Wayuu, Spanish, English",Ciudad Lunar Producciones
tt6396074,The Mercy of the Jungle,2019,24/04/2019,91,"Belgium, France, Rwanda",,"French, Swahili",Neon Rouge Production
tt6411590,1985,2019,25/04/2019,85,USA,$ 25013,English,Floren Shieh Productions
tt6418778,Fast Color,2019,19/04/2019,100,USA,$ 76916,English,Codeblack Films
tt6418918,Little Woods,2019,19/04/2019,105,USA,$ 171912,English,Automatik
tt6421118,Songbird,2019,10/05/2019,95,UK,$ 184,,Unstoppable Entertainment
tt6423998,Killer Unicorn,2019,14/06/2019,74,USA,$ 33901,English,Mattioli Productions
tt6424188,Betsy,2019,12/02/2019,81,USA,,English,Concept Media
tt6428150,Free Dance,2019,11/10/2019,103,"Romania, USA",$ 232516,English,Castel Film Studio
tt6450428,The Hurt,2019,08/03/2019,92,USA,,English,Goreella Media
tt6450662,End Trip,2019,21/06/2019,85,USA,,English,Right and Left Studios
tt6466058,Ask for Jane,2019,17/05/2019,108,USA,,,Carolines Entertainment
tt6469548,The Head Hunter,2019,05/04/2019,72,USA,$ 44652,English,Brayne Studios
tt6474040,Stockholm,2019,12/04/2019,92,"Canada, USA",$ 692514,English,Darius Films
tt6483364,Teen Spirit,2019,19/04/2019,93,"UK, USA",$ 1457366,"English, Polish",Automatik
tt6490394,Jellyfish,2019,15/02/2019,101,UK,$ 39315,English,Jellyfish Feature Film
tt6491178,Dragged Across Concrete,2019,19/04/2019,159,"Canada, USA",$ 660132,English,Unified Pictures
tt6516314,Piercing,2019,01/02/2019,81,USA,$ 149211,English,BorderLine Films
tt6533240,Nomis,2019,06/09/2019,98,"Canada, USA",$ 1415590,English,Arcola Entertainment
tt6547044,You Can Choose Your Family,2019,21/06/2019,109,USA,$ 67343,English,Cold Iron Pictures
tt6562628,Cutterhead,2019,21/03/2019,84,Denmark,,English,Beo Starling
tt6590856,Pause,2019,07/03/2019,96,"Cyprus, Greece",,"Greek, English",AB Seahorse Film Productions
tt6596418,Der Unschuldige,2019,14/11/2019,114,"Switzerland, Germany",,Swiss German,8horses
tt6601502,Ray & Liz,2019,08/03/2019,108,UK,$ 58509,English,Jacqui Davies
tt6610158,Rust Creek,2019,04/01/2019,108,USA,,English,Lunacy
tt6613878,Clara,2019,12/02/2019,105,"Canada, USA",,English,Serendipity Point Films
tt6613952,Encounter,2019,01/10/2019,89,USA,,English,Encounter - The Movie.
tt6662736,What They Had,2019,01/03/2019,101,USA,$ 533579,English,Unified Pictures
tt6664700,Extremity,2019,11/01/2019,103,Canada,,English,Dark Elegy Films
tt6671850,Two Graves,2019,03/05/2019,80,UK,,English,Ida Rose
tt6675244,Transit,2019,16/08/2019,101,"Germany, France",$ 982372,"German, French, French Sign Language",Schramm Film
tt6688354,The Field Guide to Evil,2019,29/03/2019,117,New Zealand,,English,Aurum Film
tt6692926,Chasing Bullitt,2019,05/03/2019,90,USA,,English,Toe Pictures
tt6705860,Diane,2019,29/03/2019,95,USA,$ 336166,English,AgX
tt6740154,Find Me,2019,31/05/2019,104,USA,,English,
tt6752992,Lazzaro felice,2019,05/04/2019,128,"Italy, Switzerland, France, Germany",$ 1802338,Italian,Tempesta
tt6753132,Chained for Life,2019,25/10/2019,91,USA,$ 16069,English,Flies Collective
tt6769326,American Dreamer,2019,20/09/2019,92,USA,,English,Storyland Pictures
tt6773126,Tucked,2019,17/05/2019,80,UK,$ 23080,English,Belstone Pictures
tt6797946,Seule à mon mariage,2019,06/02/2019,121,Belgium,$ 2829,"French, Romanian, Flemish",Frakas Productions
tt6809094,Eaten by Lions,2019,29/03/2019,95,UK,$ 99276,"English, French",Wingarm
tt6820256,Arctic,2019,31/01/2019,98,Iceland,$ 4144008,"English, Danish",Armory Films
tt6824598,Das schönste Paar,2019,02/05/2019,97,"Germany, France",,German,ARTE
tt6844052,Goliat,2019,28/06/2019,88,Sweden,$ 67406,Swedish,B-Reel Films
tt6846432,Yomeddine,2019,31/05/2019,97,"Egypt, Austria, USA",$ 81030,Arabic,Desert Highway Pictures
tt6850766,Electric Love,2019,05/02/2019,81,USA,,English,Buffalo 8 Productions
tt6859352,Support the Girls,2019,28/06/2019,93,USA,$ 139550,English,Burn Later Productions
tt6865690,The Professor,2019,17/05/2019,90,USA,$ 2890444,English,Global Road Entertainment
tt6866224,The Hummingbird Project,2019,14/06/2019,111,"Canada, Belgium",$ 899132,"English, Spanish, Hebrew, Italian",Item 7
tt6874254,Out of Blue,2019,29/03/2019,109,"UK, USA",$ 242847,English,Cannon and Morley Productions
tt6888938,White Chamber,2019,29/03/2019,89,UK,,English,Aviary Films
tt6902696,Gloria Bell,2019,06/06/2019,102,"Chile, USA",$ 11133820,English,Fabula
tt6932818,De dirigent,2019,20/09/2019,137,"Netherlands, Belgium",$ 1128852,"English, Dutch, German",Shooting Star Filmcompany BV
tt6942194,The Night Sitter,2019,06/08/2019,88,USA,,English,Pelican Films
tt6945932,Scarborough,2019,06/09/2019,87,UK,,English,Embargo Films
tt6949498,SuperGrid,2019,22/04/2019,80,Canada,,English,Echolands Creative Group
tt6952960,The Kindergarten Teacher,2019,08/03/2019,96,"USA, Israel, UK, Canada",$ 681765,English,Pie Films
tt6961808,La dernière folie de Claire Darling,2019,06/02/2019,94,France,$ 1007557,French,Les Films du Poisson
tt6966692,Green Book,2019,30/01/2019,130,USA,$ 321752656,"English, Italian, Russian, German",Participant
tt6975598,Deep Murder,2019,14/06/2019,95,USA,,English,Defiant Studios
